country,year,HIV.perc
Virgin Islands (U.S.),1998,NA
North Yemen (former),1998,NA
South Yemen (former),1998,NA
Yemen,1998,NA
Yugoslavia,1998,NA
Zambia,1998,14.7
Zimbabwe,1998,26.3
Ã…land,1998,NA
South Sudan,1998,NA
Christian,1998,NA
Coastline,1998,NA
CuraÃ§ao,1998,NA
Sint Maarten (Dutch part),1998,NA
St. Martin (French part),1998,NA
Antarctica,1998,NA
"Virgin Islands, British",1998,NA
Hawaiian Trade Zone,1998,NA
U.S. Pacific Islands,1998,NA
Wake Island,1998,NA
Bonaire,1998,NA
Sark,1998,NA
Chinese Taipei,1998,NA
Saint Eustatius,1998,NA
Saba,1998,NA
Abkhazia,1999,NA
Afghanistan,1999,NA
Akrotiri and Dhekelia,1999,NA
Albania,1999,NA
Algeria,1999,0.06
American Samoa,1999,NA
Andorra,1999,NA
Angola,1999,1.9
Anguilla,1999,NA
Antigua and Barbuda,1999,NA
Argentina,1999,0.3
Armenia,1999,0.1
Aruba,1999,NA
Australia,1999,0.1
Austria,1999,0.1
Azerbaijan,1999,0.06
Bahamas,1999,3.2
Bahrain,1999,NA
Bangladesh,1999,0.06
Barbados,1999,0.4
Belarus,1999,0.1
Belgium,1999,0.2
Belize,1999,2
Benin,1999,1.4
Bermuda,1999,NA
Bhutan,1999,0.06
Bolivia,1999,0.2
Bosnia and Herzegovina,1999,NA
Botswana,1999,25.3
Brazil,1999,0.4
British Virgin Islands,1999,NA
Brunei,1999,NA
Bulgaria,1999,0.06
Burkina Faso,1999,2.5
Burundi,1999,5.4
Cambodia,1999,1.4
Cameroon,1999,5.4
Canada,1999,0.2
Cape Verde,1999,NA
Cayman Islands,1999,NA
Central African Republic,1999,9.8
Chad,1999,2.9
Channel Islands,1999,NA
Chile,1999,0.2
China,1999,NA
Christmas Island,1999,NA
Cocos Island,1999,NA
Colombia,1999,0.9
Comoros,1999,0.06
"Congo, Dem. Rep.",1999,NA
"Congo, Rep.",1999,3.9
Cook Is,1999,NA
Costa Rica,1999,0.1
Cote d'Ivoire,1999,7.2
Croatia,1999,0.06
Cuba,1999,0.06
Cyprus,1999,NA
Czech Republic,1999,0.06
Czechoslovakia,1999,NA
Denmark,1999,0.1
Djibouti,1999,2.9
Dominica,1999,NA
Dominican Republic,1999,1
East Germany,1999,NA
Ecuador,1999,0.5
Egypt,1999,0.06
El Salvador,1999,0.7
Equatorial Guinea,1999,1.2
Eritrea,1999,1.2
Eritrea and Ethiopia,1999,NA
Estonia,1999,0.4
Ethiopia,1999,NA
Faeroe Islands,1999,NA
Falkland Is (Malvinas),1999,NA
Fiji,1999,0.06
Finland,1999,0.06
France,1999,0.3
French Guiana,1999,NA
French Polynesia,1999,NA
Gabon,1999,4.9
Gambia,1999,0.4
Georgia,1999,0.06
Germany,1999,0.1
Ghana,1999,2.3
Gibraltar,1999,NA
Greece,1999,0.1
Greenland,1999,NA
Grenada,1999,NA
Guadeloupe,1999,NA
Guam,1999,NA
Guatemala,1999,0.4
Guernsey,1999,NA
Guinea,1999,1.8
Guinea-Bissau,1999,1.6
Guyana,1999,1.6
Haiti,1999,2.9
Holy See,1999,NA
Honduras,1999,1.3
"Hong Kong, China",1999,NA
Hungary,1999,0.06
Iceland,1999,0.2
India,1999,0.4
Indonesia,1999,0.06
Iran,1999,0.1
Iraq,1999,NA
Ireland,1999,0.2
Isle of Man,1999,NA
Israel,1999,0.1
Italy,1999,0.3
Jamaica,1999,2
Japan,1999,0.06
Jersey,1999,NA
Jordan,1999,NA
Kazakhstan,1999,0.06
Kenya,1999,9.6
Kiribati,1999,NA
North Korea,1999,NA
South Korea,1999,0.06
"United Korea (former)
",1999,NA
Kosovo,1999,NA
Kuwait,1999,NA
Kyrgyz Republic,1999,0.06
Lao,1999,0.06
Latvia,1999,0.2
Lebanon,1999,0.1
Lesotho,1999,24.2
Liberia,1999,3.4
Libya,1999,NA
Liechtenstein,1999,NA
Lithuania,1999,0.06
Luxembourg,1999,0.2
"Macao, China",1999,NA
"Macedonia, FYR",1999,NA
Madagascar,1999,0.2
Malawi,1999,14.5
Malaysia,1999,0.4
Maldives,1999,0.06
Mali,1999,1.8
Malta,1999,0.1
Marshall Islands,1999,NA
Martinique,1999,NA
Mauritania,1999,0.5
Mauritius,1999,0.3
Mayotte,1999,NA
Mexico,1999,0.3
"Micronesia, Fed. Sts.",1999,NA
Moldova,1999,0.4
Monaco,1999,NA
Mongolia,1999,0.06
Montenegro,1999,NA
Montserrat,1999,NA
Morocco,1999,0.1
Mozambique,1999,7.7
Myanmar,1999,0.7
Namibia,1999,14.1
Nauru,1999,NA
Nepal,1999,0.5
Netherlands,1999,0.2
Netherlands Antilles,1999,NA
New Caledonia,1999,NA
New Zealand,1999,0.1
Ngorno-Karabakh,1999,NA
Nicaragua,1999,0.1
Niger,1999,1
Nigeria,1999,4
Niue,1999,NA
Norfolk Island,1999,NA
Northern Cyprus,1999,NA
Northern Mariana Islands,1999,NA
Norway,1999,0.1
Oman,1999,0.06
Pakistan,1999,0.06
Palau,1999,NA
Panama,1999,1.5
Papua New Guinea,1999,0.3
Paraguay,1999,0.3
Peru,1999,0.5
Philippines,1999,0.06
Pitcairn,1999,NA
Poland,1999,0.1
Portugal,1999,0.4
Puerto Rico,1999,NA
Qatar,1999,0.06
Reunion,1999,NA
Romania,1999,0.1
Russia,1999,0.1
Rwanda,1999,4
St. BarthÃ©lemy,1999,NA
St. Helena,1999,NA
St. Kitts and Nevis,1999,NA
St. Lucia,1999,NA
St. Martin,1999,NA
St. Vincent and the Grenadines,1999,NA
St.-Pierre-et-Miquelon,1999,NA
Samoa,1999,NA
San Marino,1999,NA
Sao Tome and Principe,1999,NA
Saudi Arabia,1999,NA
Senegal,1999,0.5
Serbia,1999,0.06
Serbia and Montenegro,1999,NA
Serbia excluding Kosovo,1999,NA
Seychelles,1999,NA
Sierra Leone,1999,0.8
Singapore,1999,0.1
Slovak Republic,1999,0.06
Slovenia,1999,0.06
Solomon Islands,1999,NA
Somalia,1999,0.2
Somaliland,1999,NA
South Africa,1999,14.8
South Ossetia,1999,NA
Spain,1999,0.4
Sri Lanka,1999,0.06
Sudan,1999,0.3
Suriname,1999,1
Svalbard,1999,NA
Swaziland,1999,20.6
Sweden,1999,0.1
Switzerland,1999,0.3
Syria,1999,NA
Taiwan,1999,NA
Tajikistan,1999,0.1
Tanzania,1999,7.5
Thailand,1999,1.9
Timor-Leste,1999,NA
Togo,1999,3.5
Tokelau,1999,NA
Tonga,1999,NA
Transnistria,1999,NA
Trinidad and Tobago,1999,1.1
Tunisia,1999,0.06
Turkey,1999,0.06
Turkmenistan,1999,NA
Turks and Caicos Islands,1999,NA
Tuvalu,1999,NA
Uganda,1999,7.6
Ukraine,1999,0.8
United Arab Emirates,1999,NA
United Kingdom,1999,0.1
United States,1999,0.5
Uruguay,1999,0.3
USSR,1999,NA
Uzbekistan,1999,0.06
Wallis et Futuna,1999,NA
Vanuatu,1999,NA
Venezuela,1999,NA
West Bank and Gaza,1999,NA
West Germany,1999,NA
Western Sahara,1999,NA
Vietnam,1999,0.2
Virgin Islands (U.S.),1999,NA
North Yemen (former),1999,NA
South Yemen (former),1999,NA
Yemen,1999,NA
Yugoslavia,1999,NA
Zambia,1999,14.6
Zimbabwe,1999,25.7
Ã…land,1999,NA
South Sudan,1999,NA
Christian,1999,NA
Coastline,1999,NA
CuraÃ§ao,1999,NA
Sint Maarten (Dutch part),1999,NA
St. Martin (French part),1999,NA
Antarctica,1999,NA
"Virgin Islands, British",1999,NA
Hawaiian Trade Zone,1999,NA
U.S. Pacific Islands,1999,NA
Wake Island,1999,NA
Bonaire,1999,NA
Sark,1999,NA
Chinese Taipei,1999,NA
Saint Eustatius,1999,NA
Saba,1999,NA
Abkhazia,2e3,NA
Afghanistan,2e3,NA
Akrotiri and Dhekelia,2e3,NA
Albania,2e3,NA
Algeria,2e3,0.06
American Samoa,2e3,NA
Andorra,2e3,NA
Angola,2e3,1.9
Anguilla,2e3,NA
Antigua and Barbuda,2e3,NA
Argentina,2e3,0.4
Armenia,2e3,0.1
Aruba,2e3,NA
Australia,2e3,0.1
Austria,2e3,0.1
Azerbaijan,2e3,0.06
Bahamas,2e3,3.2
Bahrain,2e3,NA
Bangladesh,2e3,0.06
Barbados,2e3,0.4
Belarus,2e3,0.1
Belgium,2e3,0.2
Belize,2e3,2.2
Benin,2e3,1.4
Bermuda,2e3,NA
Bhutan,2e3,0.06
Bolivia,2e3,0.2
Bosnia and Herzegovina,2e3,NA
Botswana,2e3,26
Brazil,2e3,0.4
British Virgin Islands,2e3,NA
Brunei,2e3,NA
Bulgaria,2e3,0.06
Burkina Faso,2e3,2.3
Burundi,2e3,5.2
Cambodia,2e3,1.3
Cameroon,2e3,5.5
Canada,2e3,0.2
Cape Verde,2e3,NA
Cayman Islands,2e3,NA
Central African Republic,2e3,9.4
Chad,2e3,3
Channel Islands,2e3,NA
Chile,2e3,0.2
China,2e3,NA
Christmas Island,2e3,NA
Cocos Island,2e3,NA
Colombia,2e3,0.9
Comoros,2e3,0.06
"Congo, Dem. Rep.",2e3,NA
"Congo, Rep.",2e3,3.9
Cook Is,2e3,NA
Costa Rica,2e3,0.1
Cote d'Ivoire,2e3,6.9
Croatia,2e3,0.06
Cuba,2e3,0.06
Cyprus,2e3,NA
Czech Republic,2e3,0.06
Czechoslovakia,2e3,NA
Denmark,2e3,0.1
Djibouti,2e3,2.9
Dominica,2e3,NA
Dominican Republic,2e3,1
East Germany,2e3,NA
Ecuador,2e3,0.5
Egypt,2e3,0.06
El Salvador,2e3,0.7
Equatorial Guinea,2e3,1.5
Eritrea,2e3,1.2
Eritrea and Ethiopia,2e3,NA
Estonia,2e3,0.5
Ethiopia,2e3,NA
Faeroe Islands,2e3,NA
Falkland Is (Malvinas),2e3,NA
Fiji,2e3,0.06
Finland,2e3,0.1
France,2e3,0.3
French Guiana,2e3,NA
French Polynesia,2e3,NA
Gabon,2e3,5.2
Gambia,2e3,0.5
Georgia,2e3,0.06
Germany,2e3,0.1
Ghana,2e3,2.3
Gibraltar,2e3,NA
Greece,2e3,0.1
Greenland,2e3,NA
Grenada,2e3,NA
Guadeloupe,2e3,NA
Guam,2e3,NA
Guatemala,2e3,0.5
Guernsey,2e3,NA
Guinea,2e3,1.7
Guinea-Bissau,2e3,1.8
Guyana,2e3,1.5
Haiti,2e3,2.8
Holy See,2e3,NA
Honduras,2e3,1.3
"Hong Kong, China",2e3,NA
Hungary,2e3,0.06
Iceland,2e3,0.2
India,2e3,0.4
Indonesia,2e3,0.06
Iran,2e3,0.1
Iraq,2e3,NA
Ireland,2e3,0.2
Isle of Man,2e3,NA
Israel,2e3,0.1
Italy,2e3,0.3
Jamaica,2e3,1.9
Japan,2e3,0.06
Jersey,2e3,NA
Jordan,2e3,NA
Kazakhstan,2e3,0.06
Kenya,2e3,9
Kiribati,2e3,NA
North Korea,2e3,NA
South Korea,2e3,0.06
"United Korea (former)
",2e3,NA
Kosovo,2e3,NA
Kuwait,2e3,NA
Kyrgyz Republic,2e3,0.06
Lao,2e3,0.06
Latvia,2e3,0.3
Lebanon,2e3,0.2
Lesotho,2e3,24.5
Liberia,2e3,3.3
Libya,2e3,NA
Liechtenstein,2e3,NA
Lithuania,2e3,0.06
Luxembourg,2e3,0.2
"Macao, China",2e3,NA
"Macedonia, FYR",2e3,NA
Madagascar,2e3,0.2
Malawi,2e3,14.2
Malaysia,2e3,0.4
Maldives,2e3,0.06
Mali,2e3,1.7
Malta,2e3,0.1
Marshall Islands,2e3,NA
Martinique,2e3,NA
Mauritania,2e3,0.6
Mauritius,2e3,0.3
Mayotte,2e3,NA
Mexico,2e3,0.3
"Micronesia, Fed. Sts.",2e3,NA
Moldova,2e3,0.4
Monaco,2e3,NA
Mongolia,2e3,0.06
Montenegro,2e3,NA
Montserrat,2e3,NA
Morocco,2e3,0.1
Mozambique,2e3,8.6
Myanmar,2e3,0.8
Namibia,2e3,15.3
Nauru,2e3,NA
Nepal,2e3,0.5
Netherlands,2e3,0.2
Netherlands Antilles,2e3,NA
New Caledonia,2e3,NA
New Zealand,2e3,0.1
Ngorno-Karabakh,2e3,NA
Nicaragua,2e3,0.1
Niger,2e3,1
Nigeria,2e3,3.9
Niue,2e3,NA
Norfolk Island,2e3,NA
Northern Cyprus,2e3,NA
Northern Mariana Islands,2e3,NA
Norway,2e3,0.1
Oman,2e3,0.06
Pakistan,2e3,0.06
Palau,2e3,NA
Panama,2e3,1.4
Papua New Guinea,2e3,0.4
Paraguay,2e3,0.3
Peru,2e3,0.5
Philippines,2e3,0.06
Pitcairn,2e3,NA
Poland,2e3,0.1
Portugal,2e3,0.4
Puerto Rico,2e3,NA
Qatar,2e3,0.06
Reunion,2e3,NA
Romania,2e3,0.1
Russia,2e3,0.3
Rwanda,2e3,3.8
St. BarthÃ©lemy,2e3,NA
St. Helena,2e3,NA
St. Kitts and Nevis,2e3,NA
St. Lucia,2e3,NA
St. Martin,2e3,NA
St. Vincent and the Grenadines,2e3,NA
St.-Pierre-et-Miquelon,2e3,NA
Samoa,2e3,NA
San Marino,2e3,NA
Sao Tome and Principe,2e3,NA
Saudi Arabia,2e3,NA
Senegal,2e3,0.6
Serbia,2e3,0.06
Serbia and Montenegro,2e3,NA
Serbia excluding Kosovo,2e3,NA
Seychelles,2e3,NA
Sierra Leone,2e3,0.9
Singapore,2e3,0.1
Slovak Republic,2e3,0.06
Slovenia,2e3,0.06
Solomon Islands,2e3,NA
Somalia,2e3,0.2
Somaliland,2e3,NA
South Africa,2e3,16.1
South Ossetia,2e3,NA
Spain,2e3,0.4
Sri Lanka,2e3,0.06
Sudan,2e3,0.3
Suriname,2e3,1
Svalbard,2e3,NA
Swaziland,2e3,22.3
Sweden,2e3,0.1
Switzerland,2e3,0.3
Syria,2e3,NA
Taiwan,2e3,NA
Tajikistan,2e3,0.1
Tanzania,2e3,7.3
Thailand,2e3,1.8
Timor-Leste,2e3,NA
Togo,2e3,3.6
Tokelau,2e3,NA
Tonga,2e3,NA
Transnistria,2e3,NA
Trinidad and Tobago,2e3,1.2
Tunisia,2e3,0.06
Turkey,2e3,0.06
Turkmenistan,2e3,NA
Turks and Caicos Islands,2e3,NA
Tuvalu,2e3,NA
Uganda,2e3,7.3
Ukraine,2e3,0.9
United Arab Emirates,2e3,NA
United Kingdom,2e3,0.1
United States,2e3,0.5
Uruguay,2e3,0.3
USSR,2e3,NA
Uzbekistan,2e3,0.06
Wallis et Futuna,2e3,NA
Vanuatu,2e3,NA
Venezuela,2e3,NA
West Bank and Gaza,2e3,NA
West Germany,2e3,NA
Western Sahara,2e3,NA
Vietnam,2e3,0.2
Virgin Islands (U.S.),2e3,NA
North Yemen (former),2e3,NA
South Yemen (former),2e3,NA
Yemen,2e3,NA
Yugoslavia,2e3,NA
Zambia,2e3,14.4
Zimbabwe,2e3,24.8
Ã…land,2e3,NA
South Sudan,2e3,NA
Christian,2e3,NA
Coastline,2e3,NA
CuraÃ§ao,2e3,NA
Sint Maarten (Dutch part),2e3,NA
St. Martin (French part),2e3,NA
Antarctica,2e3,NA
"Virgin Islands, British",2e3,NA
Hawaiian Trade Zone,2e3,NA
U.S. Pacific Islands,2e3,NA
Wake Island,2e3,NA
Bonaire,2e3,NA
Sark,2e3,NA
Chinese Taipei,2e3,NA
Saint Eustatius,2e3,NA
Saba,2e3,NA
Abkhazia,2001,NA
Afghanistan,2001,NA
Akrotiri and Dhekelia,2001,NA
Albania,2001,NA
Algeria,2001,0.06
American Samoa,2001,NA
Andorra,2001,NA
Angola,2001,1.9
Anguilla,2001,NA
Antigua and Barbuda,2001,NA
Argentina,2001,0.4
Armenia,2001,0.1
Aruba,2001,NA
Australia,2001,0.1
Austria,2001,0.1
Azerbaijan,2001,0.06
Bahamas,2001,3.1
Bahrain,2001,NA
Bangladesh,2001,0.06
Barbados,2001,0.5
Belarus,2001,0.1
Belgium,2001,0.2
Belize,2001,2.2
Benin,2001,1.4
Bermuda,2001,NA
Bhutan,2001,0.06
Bolivia,2001,0.2
Bosnia and Herzegovina,2001,NA
Botswana,2001,26.3
Brazil,2001,0.4
British Virgin Islands,2001,NA
Brunei,2001,NA
Bulgaria,2001,0.06
Burkina Faso,2001,2.1
Burundi,2001,5
Cambodia,2001,1.2
Cameroon,2001,5.5
Canada,2001,0.2
Cape Verde,2001,NA
Cayman Islands,2001,NA
Central African Republic,2001,8.9
Chad,2001,3.2
Channel Islands,2001,NA
Chile,2001,0.3
China,2001,NA
Christmas Island,2001,NA
Cocos Island,2001,NA
Colombia,2001,0.8
Comoros,2001,0.06
"Congo, Dem. Rep.",2001,NA
"Congo, Rep.",2001,3.8
Cook Is,2001,NA
Costa Rica,2001,0.2
Cote d'Ivoire,2001,6.5
Croatia,2001,0.06
Cuba,2001,0.06
Cyprus,2001,NA
Czech Republic,2001,0.06
Czechoslovakia,2001,NA
Denmark,2001,0.1
Djibouti,2001,2.9
Dominica,2001,NA
Dominican Republic,2001,0.9
East Germany,2001,NA
Ecuador,2001,0.5
Egypt,2001,0.06
El Salvador,2001,0.8
Equatorial Guinea,2001,1.9
Eritrea,2001,1.2
Eritrea and Ethiopia,2001,NA
Estonia,2001,0.6
Ethiopia,2001,NA
Faeroe Islands,2001,NA
Falkland Is (Malvinas),2001,NA
Fiji,2001,0.06
Finland,2001,0.1
France,2001,0.3
French Guiana,2001,NA
French Polynesia,2001,NA
Gabon,2001,5.3
Gambia,2001,0.6
Georgia,2001,0.06
Germany,2001,0.1
Ghana,2001,2.3
Gibraltar,2001,NA
Greece,2001,0.1
Greenland,2001,NA
Grenada,2001,NA
Guadeloupe,2001,NA
Guam,2001,NA
Guatemala,2001,0.5
Guernsey,2001,NA
Guinea,2001,1.7
Guinea-Bissau,2001,2
Guyana,2001,1.4
Haiti,2001,2.6
Holy See,2001,NA
Honduras,2001,1.2
"Hong Kong, China",2001,NA
Hungary,2001,0.06
Iceland,2001,0.2
India,2001,0.4
Indonesia,2001,0.06
Iran,2001,0.1
Iraq,2001,NA
Ireland,2001,0.2
Isle of Man,2001,NA
Israel,2001,0.1
Italy,2001,0.3
Jamaica,2001,1.9
Japan,2001,0.06
Jersey,2001,NA
Jordan,2001,NA
Kazakhstan,2001,0.06
Kenya,2001,8.4
Kiribati,2001,NA
North Korea,2001,NA
South Korea,2001,0.06
"United Korea (former)
",2001,NA
Kosovo,2001,NA
Kuwait,2001,NA
Kyrgyz Republic,2001,0.06
Lao,2001,0.06
Latvia,2001,0.4
Lebanon,2001,0.2
Lesotho,2001,24.5
Liberia,2001,3.1
Libya,2001,NA
Liechtenstein,2001,NA
Lithuania,2001,0.06
Luxembourg,2001,0.3
"Macao, China",2001,NA
"Macedonia, FYR",2001,NA
Madagascar,2001,0.2
Malawi,2001,13.8
Malaysia,2001,0.4
Maldives,2001,0.06
Mali,2001,1.6
Malta,2001,0.1
Marshall Islands,2001,NA
Martinique,2001,NA
Mauritania,2001,0.6
Mauritius,2001,0.4
Mayotte,2001,NA
Mexico,2001,0.3
"Micronesia, Fed. Sts.",2001,NA
Moldova,2001,0.4
Monaco,2001,NA
Mongolia,2001,0.06
Montenegro,2001,NA
Montserrat,2001,NA
Morocco,2001,0.1
Mozambique,2001,9.4
Myanmar,2001,0.8
Namibia,2001,16.1
Nauru,2001,NA
Nepal,2001,0.5
Netherlands,2001,0.2
Netherlands Antilles,2001,NA
New Caledonia,2001,NA
New Zealand,2001,0.1
Ngorno-Karabakh,2001,NA
Nicaragua,2001,0.1
Niger,2001,1
Nigeria,2001,3.8
Niue,2001,NA
Norfolk Island,2001,NA
Northern Cyprus,2001,NA
Northern Mariana Islands,2001,NA
Norway,2001,0.1
Oman,2001,0.06
Pakistan,2001,0.1
Palau,2001,NA
Panama,2001,1.4
Papua New Guinea,2001,0.5
Paraguay,2001,0.3
Peru,2001,0.5
Philippines,2001,0.06
Pitcairn,2001,NA
Poland,2001,0.1
Portugal,2001,0.5
Puerto Rico,2001,NA
Qatar,2001,0.06
Reunion,2001,NA
Romania,2001,0.1
Russia,2001,0.5
Rwanda,2001,3.7
St. BarthÃ©lemy,2001,NA
St. Helena,2001,NA
St. Kitts and Nevis,2001,NA
St. Lucia,2001,NA
St. Martin,2001,NA
St. Vincent and the Grenadines,2001,NA
St.-Pierre-et-Miquelon,2001,NA
Samoa,2001,NA
San Marino,2001,NA
Sao Tome and Principe,2001,NA
Saudi Arabia,2001,NA
Senegal,2001,0.6
Serbia,2001,0.06
Serbia and Montenegro,2001,NA
Serbia excluding Kosovo,2001,NA
Seychelles,2001,NA
Sierra Leone,2001,1.1
Singapore,2001,0.1
Slovak Republic,2001,0.06
Slovenia,2001,0.06
Solomon Islands,2001,NA
Somalia,2001,0.3
Somaliland,2001,NA
South Africa,2001,17.1
South Ossetia,2001,NA
Spain,2001,0.4
Sri Lanka,2001,0.06
Sudan,2001,0.4
Suriname,2001,1
Svalbard,2001,NA
Swaziland,2001,23.6
Sweden,2001,0.1
Switzerland,2001,0.3
Syria,2001,NA
Taiwan,2001,NA
Tajikistan,2001,0.1
Tanzania,2001,7.1
Thailand,2001,1.7
Timor-Leste,2001,NA
Togo,2001,3.6
Tokelau,2001,NA
Tonga,2001,NA
Transnistria,2001,NA
Trinidad and Tobago,2001,1.2
Tunisia,2001,0.06
Turkey,2001,0.06
Turkmenistan,2001,NA
Turks and Caicos Islands,2001,NA
Tuvalu,2001,NA
Uganda,2001,7
Ukraine,2001,0.9
United Arab Emirates,2001,NA
United Kingdom,2001,0.1
United States,2001,0.5
Uruguay,2001,0.4
USSR,2001,NA
Uzbekistan,2001,0.06
Wallis et Futuna,2001,NA
Vanuatu,2001,NA
Venezuela,2001,NA
West Bank and Gaza,2001,NA
West Germany,2001,NA
Western Sahara,2001,NA
Vietnam,2001,0.3
Virgin Islands (U.S.),2001,NA
North Yemen (former),2001,NA
South Yemen (former),2001,NA
Yemen,2001,NA
Yugoslavia,2001,NA
Zambia,2001,14.3
Zimbabwe,2001,23.7
Ã…land,2001,NA
South Sudan,2001,NA
Christian,2001,NA
Coastline,2001,NA
CuraÃ§ao,2001,NA
Sint Maarten (Dutch part),2001,NA
St. Martin (French part),2001,NA
Antarctica,2001,NA
"Virgin Islands, British",2001,NA
Hawaiian Trade Zone,2001,NA
U.S. Pacific Islands,2001,NA
Wake Island,2001,NA
Bonaire,2001,NA
Sark,2001,NA
Chinese Taipei,2001,NA
Saint Eustatius,2001,NA
Saba,2001,NA
Abkhazia,2002,NA
Afghanistan,2002,NA
Akrotiri and Dhekelia,2002,NA
Albania,2002,NA
Algeria,2002,0.06
American Samoa,2002,NA
Andorra,2002,NA
Angola,2002,1.9
Anguilla,2002,NA
Antigua and Barbuda,2002,NA
Argentina,2002,0.4
Armenia,2002,0.1
Aruba,2002,NA
Australia,2002,0.1
Austria,2002,0.1
Azerbaijan,2002,0.06
Bahamas,2002,3
Bahrain,2002,NA
Bangladesh,2002,0.06
Barbados,2002,0.6
Belarus,2002,0.1
Belgium,2002,0.2
Belize,2002,2.3
Benin,2002,1.4
Bermuda,2002,NA
Bhutan,2002,0.06
Bolivia,2002,0.2
Bosnia and Herzegovina,2002,NA
Botswana,2002,26.3
Brazil,2002,0.4
British Virgin Islands,2002,NA
Brunei,2002,NA
Bulgaria,2002,0.06
Burkina Faso,2002,1.9
Burundi,2002,4.7
Cambodia,2002,1.1
Cameroon,2002,5.5
Canada,2002,0.2
Cape Verde,2002,NA
Cayman Islands,2002,NA
Central African Republic,2002,8.4
Chad,2002,3.3
Channel Islands,2002,NA
Chile,2002,0.3
China,2002,NA
Christmas Island,2002,NA
Cocos Island,2002,NA
Colombia,2002,0.8
Comoros,2002,0.06
"Congo, Dem. Rep.",2002,NA
"Congo, Rep.",2002,3.8
Cook Is,2002,NA
Costa Rica,2002,0.2
Cote d'Ivoire,2002,6.1
Croatia,2002,0.06
Cuba,2002,0.06
Cyprus,2002,NA
Czech Republic,2002,0.06
Czechoslovakia,2002,NA
Denmark,2002,0.1
Djibouti,2002,2.9
Dominica,2002,NA
Dominican Republic,2002,0.9
East Germany,2002,NA
Ecuador,2002,0.5
Egypt,2002,0.06
El Salvador,2002,0.8
Equatorial Guinea,2002,2.3
Eritrea,2002,1.1
Eritrea and Ethiopia,2002,NA
Estonia,2002,0.7
Ethiopia,2002,NA
Faeroe Islands,2002,NA
Falkland Is (Malvinas),2002,NA
Fiji,2002,0.06
Finland,2002,0.1
France,2002,0.3
French Guiana,2002,NA
French Polynesia,2002,NA
Gabon,2002,5.4
Gambia,2002,0.7
Georgia,2002,0.06
Germany,2002,0.1
Ghana,2002,2.2
Gibraltar,2002,NA
Greece,2002,0.1
Greenland,2002,NA
Grenada,2002,NA
Guadeloupe,2002,NA
Guam,2002,NA
Guatemala,2002,0.5
Guernsey,2002,NA
Guinea,2002,1.6
Guinea-Bissau,2002,2.1
Guyana,2002,1.3
Haiti,2002,2.5
Holy See,2002,NA
Honduras,2002,1.1
"Hong Kong, China",2002,NA
Hungary,2002,0.06
Iceland,2002,0.2
India,2002,0.4
Indonesia,2002,0.06
Iran,2002,0.1
Iraq,2002,NA
Ireland,2002,0.2
Isle of Man,2002,NA
Israel,2002,0.1
Italy,2002,0.3
Jamaica,2002,1.9
Japan,2002,0.06
Jersey,2002,NA
Jordan,2002,NA
Kazakhstan,2002,0.06
Kenya,2002,7.9
Kiribati,2002,NA
North Korea,2002,NA
South Korea,2002,0.06
"United Korea (former)
",2002,NA
Kosovo,2002,NA
Kuwait,2002,NA
Kyrgyz Republic,2002,0.06
Lao,2002,0.06
Latvia,2002,0.4
Lebanon,2002,0.2
Lesotho,2002,24.3
Liberia,2002,2.8
Libya,2002,NA
Liechtenstein,2002,NA
Lithuania,2002,0.06
Luxembourg,2002,0.3
"Macao, China",2002,NA
"Macedonia, FYR",2002,NA
Madagascar,2002,0.2
Malawi,2002,13.4
Malaysia,2002,0.4
Maldives,2002,0.06
Mali,2002,1.5
Malta,2002,0.1
Marshall Islands,2002,NA
Martinique,2002,NA
Mauritania,2002,0.6
Mauritius,2002,0.4
Mayotte,2002,NA
Mexico,2002,0.3
"Micronesia, Fed. Sts.",2002,NA
Moldova,2002,0.4
Monaco,2002,NA
Mongolia,2002,0.06
Montenegro,2002,NA
Montserrat,2002,NA
Morocco,2002,0.1
Mozambique,2002,10.1
Myanmar,2002,0.7
Namibia,2002,16.5
Nauru,2002,NA
Nepal,2002,0.5
Netherlands,2002,0.2
Netherlands Antilles,2002,NA
New Caledonia,2002,NA
New Zealand,2002,0.1
Ngorno-Karabakh,2002,NA
Nicaragua,2002,0.1
Niger,2002,1
Nigeria,2002,3.8
Niue,2002,NA
Norfolk Island,2002,NA
Northern Cyprus,2002,NA
Northern Mariana Islands,2002,NA
Norway,2002,0.1
Oman,2002,0.06
Pakistan,2002,0.1
Palau,2002,NA
Panama,2002,1.3
Papua New Guinea,2002,0.6
Paraguay,2002,0.3
Peru,2002,0.5
Philippines,2002,0.06
Pitcairn,2002,NA
Poland,2002,0.1
Portugal,2002,0.5
Puerto Rico,2002,NA
Qatar,2002,0.06
Reunion,2002,NA
Romania,2002,0.1
Russia,2002,0.6
Rwanda,2002,3.6
St. BarthÃ©lemy,2002,NA
St. Helena,2002,NA
St. Kitts and Nevis,2002,NA
St. Lucia,2002,NA
St. Martin,2002,NA
St. Vincent and the Grenadines,2002,NA
St.-Pierre-et-Miquelon,2002,NA
Samoa,2002,NA
San Marino,2002,NA
Sao Tome and Principe,2002,NA
Saudi Arabia,2002,NA
Senegal,2002,0.7
Serbia,2002,0.1
Serbia and Montenegro,2002,NA
Serbia excluding Kosovo,2002,NA
Seychelles,2002,NA
Sierra Leone,2002,1.2
Singapore,2002,0.1
